acreage,address,business,crops,date,email,link,name,phone,processed_products,profile,state,vineyard,website,winery
,"4102 Murry Road
Niles, NY 13118, United States",,"Fruit,Apples,Elderberries,Vegetables,Asparagus,Beetroot,Cabbage Red,Carrots,Celery,Florence Fennel,Garlic,Jerusalem Artichokes,Lettuce,Potatoes,Rhubarb,Tomatoes,Herbs And Spices,Basil,Borage,Calendula,Chamomile,Chives,Coriander,Dill,Ginseng,Herbs,Lemon Balm,Marjoram,Medicinal Herbs,Oregano,Tarragon,Nuts,Chestnuts,Hazelnuts,Legumes,Beans,Peas,Grains,Sweet Corn,Triticale,Fodder And Grassland,Fodder Crops,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops",2018-01-15,cgreene@greenemeadow.com,https://web.archive.org/web/20180115112854/http://www.biodynamicfood.org:80/biodynamic/greenemeadow,Greenemeadow,315-497-3552,Other,,NY,,,
,"320 Canisteo Street
Hornell, NY 14843, United States",,,2017-11-12,info@goodboyorganics.com,https://web.archive.org/web/20171112163912/http://www.biodynamicfood.org:80/biodynamic/good-boy-organics,Good Boy Organics,(607) 324-2200,"Preserves And Tomato Products,Tomato Puree Natural,Other Tomato Products",,NY,,www.goodboyorganics.com,
,"1 DeLallo Way
Mount Pleasant, PA 15666",,,2017-11-12,www.delallo.com,https://web.archive.org/web/20171112163440/http://www.biodynamicfood.org:80/biodynamic/george-delallo-co-inc,George DeLallo Co. Inc.,(800) 433-9100,"Pasta,Wheat Pasta","The George DeLallo Company was founded with the ideals of offering true authentic Italian foods with integrity and consistency. In the mid-1940s, Mr. George DeLallo began selling Italian grocery items door-to-door in the immigrant neighborhoods of Western Pennsylvania. In 1954, he and his wife Madeline established a grocery store in Jeannette, Pennsylvania, which specialized in authentic Italian foods. Soon after, they began to develop and sell traditional Italian products under the DeLallo name.
As the years progressed, the retail and wholesale businesses grew. In the 1980s, DeLallo pioneered the olive and antipasti bar concept, which has become a staple of grocery stores around the U.S. and has revolutionized the American consumer’s experience of table olives and antipasti.
Today, DeLallo’s original Jeannette retail store remains a vibrant and beloved part of the community and DeLallo products are distributed throughout the country. Whether it is found on traditional Italian grocery items such as olive oil, pasta, vinegars and tomatoes, or on our complete line of cured olives and antipasti, the DeLallo label guarantees consumers authenticity, integrity, and consistency.
About Our Pasta
At the heart of our Biodynamic Pasta is the wheat that is grown and harvested—under strict eco-safe values—in Southern Italy. Following generations of authentic Italian pasta-making, we utilize an authentic process. We begin with expertly milled semolina flour and cool, spring water, then extrude the dough with bronze dies. An artisanal method, extruding dough with bronze dies, creates a rougher surface making it easy to hug to your favorite sauces. The resulting pasta boasts that famous Italian fresh-bread flavor and al dente bite.
About Our Olive Oil
Grown and hand-harvested in lush orchards of Puglia, Italy, the olives that go into every bottle of our fresh, fruity extra-virgin olive oil are produced with the utmost care to the surrounding environment. Our Biodynamic Extra Virgin Olive Oil is created from the first, cold press of Italian-grown olives to maintain its rich olive flavor: robust and fruity with a light, peppery finish.",PA,,,
30 acres Acres,"39615 Luckiamute Road
Philomath, OR 97370, United States",,"Fruit,Blackberries,Herbs And Spices,Calendula,Lavender,Medicinal Herbs,Other Crops,Hops",2015-10-23,,https://web.archive.org/web/20151023082826/http://www.biodynamicfood.org:80/biodynamic/hoskins-berry-farm,Hoskins Berry Farm,541-929-4376,"Vinegar And Mustard And Stock,Vinegar","Hoskins Berry Farm is a diversified farm in the coastal range of western Oregon. The farm has been Demeter certified Biodynamic® and Oregon Tilth certified Organic since 1987.
Over the years we have produced various berry crops (raspberries, strawberries, blackberries). Currently the farm produces numerous blackberry varieties and the production is processed on-farm generating a unique, award winning True Blackberry Vinegar. Our fruit production also is marketed as both fresh and frozen wholesale to processors and retailers.
In addition to producing the berries, the farm has always produced a range of medicinal herb crops  that rotate through the acreage, including the berry plantings. We have 2 commercial scale driers on-farm that dry herbs to order. Medicinal herbs are offered bulk wholesale both as fresh and dried.
The integration of the herb production with the production of fruit inspired the development of a unique Low Tillage Weed Control and Fertility System at Hoskins Berry Farm. Initiated by a Western SARE grant in the early 1990's the farm developed a ""mow and blow"" system where bulk organic materials are grown between the crop rows and then cut and blown into the crop row. This system has become the foundation of generating fertility on the farm and also serves as a primary on-farm source of weed control and water conservation.
Hoskins Berry Farm also supports (and is supported by) a herd of bright eyed Scottish Highland cattle, the off spring from which now adorn Biodynamic farms throughout the United States.
Cropped: 15 acres Acres
Total Acreage: 30 acres Acres",OR,,www.hoskinsberryfarm.com,
,"32553 Forster Road
La Crescent, MN 55947",,"Fruit,Apples,Apricots,Blackberries,Blueberries,Cherries,Grapes,Peaches,Plums,Raspberries,Strawberries,Vegetables,Rhubarb",2015-10-24,,https://web.archive.org/web/20151024055735/http://www.biodynamicfood.org:80/biodynamic/hoch-orchard-and-gardens,Hoch Orchard and Gardens,,,,MN,,,
125 Acres,"53511 North Sunset
Benton City, WA 99320, United States",Vineyard | Winery | ,"Fruit,Grapes For Wine",2015-10-23,,https://web.archive.org/web/20151023082954/http://www.biodynamicfood.org:80/biodynamic/hedges-family-estate,Hedges Family Estate,509-588-3166,Wine,"With their 25th vintage now in barrel, Tom and Anne-Marie Hedges can look back at their pioneering efforts to help establish the modern Washington wine industry, and specifically their efforts in establishing the renowned Red Mountain American Viticultural Area.  Beginning as negociants selling their first Hedges branded Columbia Valley wine to the Swedish government, the Hedges quickly realized the importance of site for producing great wines, and purchased a fifty-acre parcel on the dusty southwest slope of Red Mountain, a barely known growing region at the time. More than two decades later, their now 125 acres of Red Mountain vineyard land is the heart of the Hedges family’s wines.  The eldest born of Tom and Anne-Marie, Christophe, is general manager and head of international sales.  Their daughter, Sarah, is the head winemaker.
Farmers first, and winemakers second, the Hedges family believes there is nothing more important than expressing the characteristics of specific vineyards, of capturing Terroir.  Anne-Marie grew up in Champagne, France, and is no doubt the messenger of these beliefs, bringing the philosophies of the old world to her new home in eastern Washington State.  For more than a decade, the Hedges have chosen not to have their wines scored, as they believe this would hinder their pursuit of making wines of soul and truth.
Total Acreage: 125 Acres",WA,True,hedgesfamilyestate.com,True
,"295 Elwood Canyon Rd.
Goleta, CA 93117, United States",,"Seeds And Seedlings,Seedlings",2015-10-24,,https://web.archive.org/web/20151024055729/http://www.biodynamicfood.org:80/biodynamic/healing-grounds-nursery,Healing Grounds Nursery,(805) 689-3044,,,CA,,,
,"327 Route 21C
Ghent, NY 12075, United States",Farm | ,"Vegetables,Asparagus,Beetroot,Broccoli,Brussels Sprouts,Cabbage,Carrots,Cauliflower,Celery,Chicory Root,Courgette,Cucumbers,Dandelion,Endive,Eggplant,Garlic,Horseradish,Kale,Kohlrabi,Lettuce,Leek,Melons,Onions,Parsley Root,Parsnips,Pepper Capsicum,Potatoes,Radicchio,Radishes Red,Rhubarb,Spinach,Spring Onions,Sweet Potatoes,Tomatoes,Turnips,Herbs And Spices,Basil,Borage,Chervil,Coriander,Dill,Hyssop,Lemon Balm,Lovage,Mint,Oregano,Rosemary,Sage,Thyme,Legumes,Beans,Peas Green,Grains,Barley,Rye,Spelt,Sweet Corn,Triticale,Wheat,Fodder And Grassland,Fodder Crops,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops",2015-10-23,,https://web.archive.org/web/20151023082949/http://www.biodynamicfood.org:80/biodynamic/hawthorne-valley-farm,Hawthorne Valley Farm,518-672-7500,"Milk Products And Milk Replacers,Milk Cow Full Fat","Since 1972, Hawthorne Valley has remained committed to social and cultural renewal through the integration of education, agriculture, and the arts. Situated on a 400-acre, working Biodynamic farm with a variety of diverse enterprises which provide Biodynamic vegetables, dairy, and baked goods regionally. In addition to our quality farm products, we offer educational programs for both children and adults, with an emphasis on creating lasting relationships that connect people, agriculture, and the earth.",NY,,hawthornevalleyfarm.org,
,"327 Route 21C
Ghent, NY 12075, United States",Creamery | Agriculture Education | Farm | ,,2015-10-23,,https://web.archive.org/web/20151023082822/http://www.biodynamicfood.org:80/biodynamic/hawthorne-valley-dairy,Hawthorne Valley Dairy,518-672-7500,"Cheese,Cheese Cow,Milk Products And Milk Replacers,Milk Cow Full Fat","The Hawthorne Valley Farm Creamery is part of the larger non-profit organization Hawthorne Valley Association, which is dedicated to education, agriculture and the arts and has a wide range of programming.  The Creamery, based on our farm in Ghent, New York, produces a range of certified organic and Biodynamic products including cultured milk products and a selection of artisan and farmstead cheeses.   Our 60-head herd of dairy cows forms the nucleus of Hawthorne Valley Farm which was one of the first dairies in the United States to be certified organic and licensed to sell raw milk.  Our Creamery came into full operation over thirty years ago and began offering yogurt, cheeses and raw milk.",NY,,hawthornevalleyfarm.org/artisen-foods/creamery/,
"1,300  Acres","13048 Highway 29
Lower Lake, CA 95457, United States",Vineyard | ,"Fruit,Grapes For Wine",2015-10-23,,https://web.archive.org/web/20151023082816/http://www.biodynamicfood.org:80/biodynamic/hawk-horse-vineyards,Hawk & Horse Vineyards,707-696-4838 or 707/481-6941,,"We are a family owned and operated vineyard and ranch practicing Biodynamic viticulture on a historic property in the Red Hills AVA of Lake County, CA.  We specialize in Cabernet Sauvignon.  We offer ranch and vineyard tours by appointment.
Cropped: 18 acres to wine grapes (Cabernet Sauvignon, Petite Verdot, Cabernet Franc, Petit Syrah.) Acres
Total Acreage: 1,300  Acres",CA,True,hawkandhorsevineyrds.com,
41 Acres,"3185 Dry Creek Road
Napa, CA 94558, United States",Farm and On-Farm Processor of Fruits and Herbs | Agriculture Education | Vineyard | Farm | ,"Fruit,Apples,Apricots,Figs,Grapes For Wine,Pears,Persimmon,Plums,Pomegranates,Herbs And Spices,Lavender,Medicinal Herbs,Rosemary,Verbena,Other Crops,Flowers",2015-10-23,,https://web.archive.org/web/20151023082944/http://www.biodynamicfood.org:80/biodynamic/harms-vineyards-lavender-fields,Harms Vineyards & Lavender Fields,707-257-2602,"Beauty Spa Products,Bath Additives,Cosmetic And Personal Care Products,Other Body Care Products,Essential Oils,Lavender Oil,Herbs And Spices And Salt,Other Herbs","We are a small family owned ranch on the western range of the Napa Valley. We both grew up on small farms in the Midwest and never expected to fall in love with a piece of land again, but we did!  Our ranch is rugged and suited to vineyards, aromatic plants, trees, and goats (our compost makers).
We began using Biodynamic techniques in our farming in 1999 because our vines were weak and our grapes, not ripening.  Not only did our grapes ripen, but we increased production by 90%. The health of our soil has improved so much we barely irrigate the vines.
We grow chardonnay grapes as well as lavender, rosemary, rose geranium, helichrysum italicum and are excitedly awaiting our first bumper crop of fuyu persimmons. Most of our lavender is Grosso, a lavendin, a hybrid of spike lavender and English lavender. It has about 16 times the amount of oil as true English lavender, which makes it ideal for dried flowers. We are experimenting with an English lavender developed in Oregon, Buena Vista, to see how it survives our winters. We dry some of the lavender and Donald estate distills the aromatics. We sell the hydrosols to small cosmetic makers as well as wholesale to local stores and we have a store on the internet. Once a year when the lavender is in full bloom we have an Open House, which we announce on our website. (2014 we are taking a break due to replanting of significant amounts of lavender.)
Cropped: 8 Acres
Total Acreage: 41 Acres",CA,True,harmslavender.com,
120 Acres,"5578 State Route 202
Tipp City, OH 45371, United States",Cosmetic | Essential Oils/ Aromatherapy | Medicinal Herb Garden and Apothecary | Farm | ,"Fruit,Elderberries,Vegetables,Cucumbers,Garlic,Herbs And Spices,Arnica,Calendula,Chamomile,Echinacea,Lavender,Medicinal Herbs,Mullein,Nettle,Plantain,Peppermint,Rose,Sorrel,Valerian,Legumes,Clover,Clover Red,Grains,Buckwheat,Fodder And Grassland,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops,Other Permanent Crops",2015-10-23,,https://web.archive.org/web/20151023082811/http://www.biodynamicfood.org:80/biodynamic/harmony-farm-wellness-llc,"Harmony Farm Wellness, LLC",937-667-8311,"Cosmetic And Personal Care Products,Facial Moisturiser,Other Cosmetic Products,Other Body Care Products,Other Plant Extracts,Tea,Herbal Tea,Speciality Teas","Harmony Farm has been a Wellness/Retreat Center since 1990. Our 120 acre farm along the banks of the Great Miami River near Tipp City, Ohio, offers clients a place to experience various activities centered within the calming and healing powers of the land. Services include massage therapy and other forms of bodywork, classes and retreats.
In 2006 after decades of traditional farming practices we recognized the need to repair and heal the soil for future generations. We embarked on a transition to organic farming practices and in 2009 we received USDA/NOP organic certification and in 2012 our Biodynamic® certification. More than 500 lavender plants make up our foundation crop. In addition, we raise over 14 other herbs and each year we add to that diversity. The hay in the upper fields provides food for organic dairy cattle that pasture with us from a neighboring farm.
Increasing the “life force” of the soil through the Biodynamic® practices allows us to grow plants that are full of vitality which are harvested and processed by hand to make the highest quality infusions, tinctures and essences. Our certified organic and Biodynamic® cosmetic products and herbal supplements are the result of this “circle of life” that is part of Harmony Farm.
Our product line includes over 30 certified Biodynamic® flower essences made from both cultivated and wild-crafted plants growing on the farm. These flower essences are the result of an energetic imprint of the flower on water, impacting our emotional issues and blockages on an energetic or vibrational level.
Our lip balms and infused body oils are hand-crafted in small batches from the vibrant flowers in our gardens. Tinctures such as osha root are made by extracting the plant material using Biodynamic® alcohol. Our Garlic Mullein ear drops, one of our infused medicinal oils, helps soothe achy ears. Check the download links at the end of this profile for a complete list of Harmony Farm's Demeter Certified Products.
Cropped: 64 Acres
Total Acreage: 120 Acres",OH,,www.harmonyfarmonline.com,
,"4102 Murry Road
Niles, NY 13118, United States",,"Fruit,Apples,Elderberries,Vegetables,Asparagus,Beetroot,Cabbage Red,Carrots,Celery,Florence Fennel,Garlic,Jerusalem Artichokes,Lettuce,Potatoes,Rhubarb,Tomatoes,Herbs And Spices,Basil,Borage,Calendula,Chamomile,Chives,Coriander,Dill,Ginseng,Herbs,Lemon Balm,Marjoram,Medicinal Herbs,Oregano,Tarragon,Nuts,Chestnuts,Hazelnuts,Legumes,Beans,Peas,Grains,Sweet Corn,Triticale,Fodder And Grassland,Fodder Crops,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops",2017-12-12,cgreene@greenemeadow.com,https://web.archive.org/web/20171212154511/http://www.biodynamicfood.org:80/biodynamic/greenemeadow,Greenemeadow,315-497-3552,Other,,NY,,,
,"412 Commercial St.
Nevada City, CA 95959, United States",,,2015-10-24,,https://web.archive.org/web/20151024055724/http://www.biodynamicfood.org:80/biodynamic/haalo,HAALo,,"Cosmetic And Personal Care Products,Other Body Care Products",,CA,,,
,"4102 Murry Road
Niles, NY 13118, United States",,"Fruit,Apples,Elderberries,Vegetables,Asparagus,Beetroot,Cabbage Red,Carrots,Celery,Florence Fennel,Garlic,Jerusalem Artichokes,Lettuce,Potatoes,Rhubarb,Tomatoes,Herbs And Spices,Basil,Borage,Calendula,Chamomile,Chives,Coriander,Dill,Ginseng,Herbs,Lemon Balm,Marjoram,Medicinal Herbs,Oregano,Tarragon,Nuts,Chestnuts,Hazelnuts,Legumes,Beans,Peas,Grains,Sweet Corn,Triticale,Fodder And Grassland,Fodder Crops,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops",2018-02-16,cgreene@greenemeadow.com,https://web.archive.org/web/20180216181351/http://www.biodynamicfood.org:80/biodynamic/greenemeadow,Greenemeadow,315-497-3552,Other,,NY,,,
95 Acres,"32553 Forster Road
La Crescent, MN 55947",Grower / Shipper | Biodynamic | Farm and On-Farm Processor of Fruits and Herbs | Vinegar Production | Winery | ,"Fruit,Apples,Apricots,Blackberries,Blueberries,Cherries,Grapes,Peaches,Plums,Raspberries,Strawberries,Vegetables,Rhubarb",2016-08-20,info@hochorchard.com,https://web.archive.org/web/20160820075201/http://www.biodynamicfood.org:80/biodynamic/hoch-orchard-and-gardens,Hoch Orchard and Gardens,5076436329,,"Hoch Orchard and Gardens is a small organic and Biodynamic family farm run by Harry and Jackie Hoch. We have over fifty apple varieties planted on our farm, plus two acres of wine grapes, various berries, tree fruits, vegetables and livestock (pigs, sheep and poultry).
We package and process all the produce that we grow. We make apple cider, apple sauces, jelly, vinegar, wine and hard cider.
Cropped: 45 Acres
Total Acreage: 95 Acres",MN,True,www.hochorchard.com,True
,"295 Elwood Canyon Rd.
Goleta, CA 93117, United States",,"Seeds And Seedlings,Seedlings",2015-01-05,,https://web.archive.org/web/20150105045557/http://www.biodynamicfood.org:80/biodynamic/healing-grounds-nursery,Healing Grounds Nursery,(805) 689-3044,,,CA,,,
41 Acres,"3185 Dry Creek Road
Napa, CA 94558, United States",Farm and On-Farm Processor of Fruits and Herbs | Agriculture Education | Vineyard | Farm | ,"Fruit,Apples,Apricots,Figs,Grapes For Wine,Pears,Persimmon,Plums,Pomegranates,Herbs And Spices,Lavender,Medicinal Herbs,Rosemary,Verbena,Other Crops,Flowers",2017-05-10,info@harmslavender.com,https://web.archive.org/web/20170510124603/http://www.biodynamicfood.org:80/biodynamic/harms-vineyards-lavender-fields,Harms Vineyards & Lavender Fields,707-257-2602,"Beauty Spa Products,Bath Additives,Cosmetic And Personal Care Products,Other Body Care Products,Essential Oils,Lavender Oil,Herbs And Spices And Salt,Other Herbs","We are a small family owned ranch on the western range of the Napa Valley. We both grew up on small farms in the Midwest and never expected to fall in love with a piece of land again, but we did!  Our ranch is rugged and suited to vineyards, aromatic plants, trees, and goats (our compost makers).
We began using Biodynamic techniques in our farming in 1999 because our vines were weak and our grapes, not ripening.  Not only did our grapes ripen, but we increased production by 90%. The health of our soil has improved so much we barely irrigate the vines.
We grow chardonnay grapes as well as lavender, rosemary, rose geranium, helichrysum italicum and are excitedly awaiting our first bumper crop of fuyu persimmons. Most of our lavender is Grosso, a lavendin, a hybrid of spike lavender and English lavender. It has about 16 times the amount of oil as true English lavender, which makes it ideal for dried flowers. We are experimenting with an English lavender developed in Oregon, Buena Vista, to see how it survives our winters. We dry some of the lavender and Donald estate distills the aromatics. We sell the hydrosols to small cosmetic makers as well as wholesale to local stores and we have a store on the internet. Once a year when the lavender is in full bloom we have an Open House, which we announce on our website. (2014 we are taking a break due to replanting of significant amounts of lavender.)
Cropped: 8 Acres
Total Acreage: 41 Acres",CA,True,harmslavender.com,
120 Acres,"5578 State Route 202
Tipp City, OH 45371, United States",Medicinal Herb Garden and Apothecary | Farm | ,"Fruit,Elderberries,Vegetables,Cucumbers,Garlic,Rhubarb,Herbs And Spices,Arnica,Burdock Root,Calendula,Echinacea,Lavender,Medicinal Herbs,Mullein,Nettle,Plantain,Peppermint,Rose,Sorrel,Legumes,Clover,Clover Red,Grains,Buckwheat,Fodder And Grassland,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops",2015-01-05,,https://web.archive.org/web/20150105045552/http://www.biodynamicfood.org:80/biodynamic/harmony-farm-wellness-llc,"Harmony Farm Wellness, LLC",937-667-8311,"Cosmetic And Personal Care Products,Facial Moisturiser,Other Cosmetic Products,Other Body Care Products,Tea,Herbal Tea","Harmony Farm has been a Wellness/Retreat Center since 1990. Our 120 acre farm along the banks of the Great Miami River near Tipp City, Ohio, offers clients a place to experience various activities centered within the calming and healing powers of the land. Services include massage therapy and other forms of bodywork, classes and retreats.
In 2006 after decades of traditional farming practices we recognized the need to repair and heal the soil for future generations. We embarked on a transition to organic farming practices and in 2009 we received USDA/NOP organic certification and in 2012 our Biodynamic® certification. More than 500 lavender plants make up our foundation crop. In addition, we raise over 14 other herbs and each year we add to that diversity. The hay in the upper fields provides food for organic dairy cattle that pasture with us from a neighboring farm.
Increasing the “life force” of the soil through the Biodynamic® practices allows us to grow plants that are full of vitality which are harvested and processed by hand to make the highest quality infusions, tinctures and essences. Our certified organic and Biodynamic® cosmetic products and herbal supplements are the result of this “circle of life” that is part of Harmony Farm.
Our product line includes over 30 certified Biodynamic® flower essences made from both cultivated and wild-crafted plants growing on the farm. These flower essences are the result of an energetic imprint of the flower on water, impacting our emotional issues and blockages on an energetic or vibrational level.
Our lip balms and infused body oils are hand-crafted in small batches from the vibrant flowers in our gardens. Tinctures such as osha root are made by extracting the plant material using Biodynamic® alcohol. Our Garlic Mullein ear drops, one of our infused medicinal oils, helps soothe achy ears. Check the download links at the end of this profile for a complete list of Harmony Farm's Demeter Certified Products.
Cropped: 64 Acres
Total Acreage: 120 Acres",OH,,www.harmonyfarmonline.com,
120 Acres,"5578 State Route 202
Tipp City, OH 45371, United States",Cosmetic | Essential Oils/ Aromatherapy | Medicinal Herb Garden and Apothecary | Farm | ,"Fruit,Elderberries,Vegetables,Cucumbers,Garlic,Herbs And Spices,Arnica,Calendula,Chamomile,Echinacea,Lavender,Medicinal Herbs,Mullein,Nettle,Plantain,Peppermint,Rose,Sorrel,Valerian,Legumes,Clover,Clover Red,Grains,Buckwheat,Fodder And Grassland,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops,Other Permanent Crops",2015-11-26,,https://web.archive.org/web/20151126021604/http://www.biodynamicfood.org:80/biodynamic/harmony-farm-wellness-llc,"Harmony Farm Wellness, LLC",937-667-8311,"Cosmetic And Personal Care Products,Facial Moisturiser,Other Cosmetic Products,Other Body Care Products,Other Plant Extracts,Tea,Herbal Tea,Speciality Teas","Harmony Farm has been a Wellness/Retreat Center since 1990. Our 120 acre farm along the banks of the Great Miami River near Tipp City, Ohio, offers clients a place to experience various activities centered within the calming and healing powers of the land. Services include massage therapy and other forms of bodywork, classes and retreats.
In 2006 after decades of traditional farming practices we recognized the need to repair and heal the soil for future generations. We embarked on a transition to organic farming practices and in 2009 we received USDA/NOP organic certification and in 2012 our Biodynamic® certification. More than 500 lavender plants make up our foundation crop. In addition, we raise over 14 other herbs and each year we add to that diversity. The hay in the upper fields provides food for organic dairy cattle that pasture with us from a neighboring farm.
Increasing the “life force” of the soil through the Biodynamic® practices allows us to grow plants that are full of vitality which are harvested and processed by hand to make the highest quality infusions, tinctures and essences. Our certified organic and Biodynamic® cosmetic products and herbal supplements are the result of this “circle of life” that is part of Harmony Farm.
Our product line includes over 30 certified Biodynamic® flower essences made from both cultivated and wild-crafted plants growing on the farm. These flower essences are the result of an energetic imprint of the flower on water, impacting our emotional issues and blockages on an energetic or vibrational level.
Our lip balms and infused body oils are hand-crafted in small batches from the vibrant flowers in our gardens. Tinctures such as osha root are made by extracting the plant material using Biodynamic® alcohol. Our Garlic Mullein ear drops, one of our infused medicinal oils, helps soothe achy ears. Check the download links at the end of this profile for a complete list of Harmony Farm's Demeter Certified Products.
Cropped: 64 Acres
Total Acreage: 120 Acres",OH,,www.harmonyfarmonline.com,
95 Acres,"32553 Forster Road
La Crescent, MN 55947",Grower / Shipper | Biodynamic | Farm and On-Farm Processor of Fruits and Herbs | Vinegar Production | Winery | ,"Fruit,Apples,Apricots,Blackberries,Blueberries,Cherries,Grapes,Peaches,Plums,Raspberries,Strawberries,Vegetables,Rhubarb",2016-09-21,info@hochorchard.com,https://web.archive.org/web/20160921041930/http://www.biodynamicfood.org:80/biodynamic/hoch-orchard-and-gardens,Hoch Orchard and Gardens,5076436329,,"Hoch Orchard and Gardens is a small organic and Biodynamic family farm run by Harry and Jackie Hoch. We have over fifty apple varieties planted on our farm, plus two acres of wine grapes, various berries, tree fruits, vegetables and livestock (pigs, sheep and poultry).
We package and process all the produce that we grow. We make apple cider, apple sauces, jelly, vinegar, wine and hard cider.
Cropped: 45 Acres
Total Acreage: 95 Acres",MN,True,www.hochorchard.com,True
41 Acres,"3185 Dry Creek Road
Napa, CA 94558, United States",Farm and On-Farm Processor of Fruits and Herbs | Agriculture Education | Vineyard | Farm | ,"Fruit,Apples,Apricots,Figs,Grapes For Wine,Pears,Persimmon,Plums,Pomegranates,Herbs And Spices,Lavender,Medicinal Herbs,Rosemary,Verbena,Other Crops,Flowers",2017-06-10,info@harmslavender.com,https://web.archive.org/web/20170610205948/http://www.biodynamicfood.org:80/biodynamic/harms-vineyards-lavender-fields,Harms Vineyards & Lavender Fields,707-257-2602,"Beauty Spa Products,Bath Additives,Cosmetic And Personal Care Products,Other Body Care Products,Essential Oils,Lavender Oil,Herbs And Spices And Salt,Other Herbs","We are a small family owned ranch on the western range of the Napa Valley. We both grew up on small farms in the Midwest and never expected to fall in love with a piece of land again, but we did!  Our ranch is rugged and suited to vineyards, aromatic plants, trees, and goats (our compost makers).
We began using Biodynamic techniques in our farming in 1999 because our vines were weak and our grapes, not ripening.  Not only did our grapes ripen, but we increased production by 90%. The health of our soil has improved so much we barely irrigate the vines.
We grow chardonnay grapes as well as lavender, rosemary, rose geranium, helichrysum italicum and are excitedly awaiting our first bumper crop of fuyu persimmons. Most of our lavender is Grosso, a lavendin, a hybrid of spike lavender and English lavender. It has about 16 times the amount of oil as true English lavender, which makes it ideal for dried flowers. We are experimenting with an English lavender developed in Oregon, Buena Vista, to see how it survives our winters. We dry some of the lavender and Donald estate distills the aromatics. We sell the hydrosols to small cosmetic makers as well as wholesale to local stores and we have a store on the internet. Once a year when the lavender is in full bloom we have an Open House, which we announce on our website. (2014 we are taking a break due to replanting of significant amounts of lavender.)
Cropped: 8 Acres
Total Acreage: 41 Acres",CA,True,harmslavender.com,
120 Acres,"5578 State Route 202
Tipp City, OH 45371, United States",Cosmetic | Essential Oils/ Aromatherapy | Medicinal Herb Garden and Apothecary | Farm | ,"Fruit,Elderberries,Vegetables,Cucumbers,Garlic,Herbs And Spices,Arnica,Calendula,Chamomile,Echinacea,Lavender,Medicinal Herbs,Mullein,Nettle,Plantain,Peppermint,Rose,Sorrel,Valerian,Legumes,Clover,Clover Red,Grains,Buckwheat,Fodder And Grassland,Grassland,Oil Crops,Sunflowers,Other Crops,Flowers,Other Annual Crops,Other Permanent Crops",2016-01-03,,https://web.archive.org/web/20160103202205/http://www.biodynamicfood.org:80/biodynamic/harmony-farm-wellness-llc,"Harmony Farm Wellness, LLC",937-667-8311,"Cosmetic And Personal Care Products,Facial Moisturiser,Other Cosmetic Products,Other Body Care Products,Other Plant Extracts,Tea,Herbal Tea,Speciality Teas","Harmony Farm has been a Wellness/Retreat Center since 1990. Our 120 acre farm along the banks of the Great Miami River near Tipp City, Ohio, offers clients a place to experience various activities centered within the calming and healing powers of the land. Services include massage therapy and other forms of bodywork, classes and retreats.
In 2006 after decades of traditional farming practices we recognized the need to repair and heal the soil for future generations. We embarked on a transition to organic farming practices and in 2009 we received USDA/NOP organic certification and in 2012 our Biodynamic® certification. More than 500 lavender plants make up our foundation crop. In addition, we raise over 14 other herbs and each year we add to that diversity. The hay in the upper fields provides food for organic dairy cattle that pasture with us from a neighboring farm.
Increasing the “life force” of the soil through the Biodynamic® practices allows us to grow plants that are full of vitality which are harvested and processed by hand to make the highest quality infusions, tinctures and essences. Our certified organic and Biodynamic® cosmetic products and herbal supplements are the result of this “circle of life” that is part of Harmony Farm.
Our product line includes over 30 certified Biodynamic® flower essences made from both cultivated and wild-crafted plants growing on the farm. These flower essences are the result of an energetic imprint of the flower on water, impacting our emotional issues and blockages on an energetic or vibrational level.
Our lip balms and infused body oils are hand-crafted in small batches from the vibrant flowers in our gardens. Tinctures such as osha root are made by extracting the plant material using Biodynamic® alcohol. Our Garlic Mullein ear drops, one of our infused medicinal oils, helps soothe achy ears. Check the download links at the end of this profile for a complete list of Harmony Farm's Demeter Certified Products.
Cropped: 64 Acres
Total Acreage: 120 Acres",OH,,www.harmonyfarmonline.com,
